schoolnr,pupilNR,lang,ses,Iqverb,sex,Minority,denomina,schses,schiqv,shcmin
62,1022,41,22.27,1.13,0,0,3,8.545,1.6786,0
64,1023,36,-7.73,-1.87,1,0,1,3.227,0.2522,0.091
64,1024,36,-2.73,-1.37,0,0,1,3.227,0.2522,0.091
64,1025,46,-4.73,0.63,1,0,1,3.227,0.2522,0.091
64,1027,27,6.27,1.63,0,0,1,3.227,0.2522,0.091
64,1028,41,3.27,0.13,0,0,1,3.227,0.2522,0.091
64,1029,39,10.27,-0.37,0,0,1,3.227,0.2522,0.091
64,1030,47,9.27,-0.87,0,0,1,3.227,0.2522,0.091
64,1031,41,0.27,-1.87,1,0,1,3.227,0.2522,0.091
64,1032,37,1.27,1.13,0,0,1,3.227,0.2522,0.091
64,1033,26,-16.73,-2.37,0,1,1,3.227,0.2522,0.091
64,1034,44,-10.73,0.63,1,0,1,3.227,0.2522,0.091
64,1035,43,-8.73,-1.87,0,0,1,3.227,0.2522,0.091
64,1036,44,17.27,1.13,1,0,1,3.227,0.2522,0.091
64,1037,34,-16.73,-1.37,1,1,1,3.227,0.2522,0.091
64,1038,47,17.27,1.63,1,0,1,3.227,0.2522,0.091
64,1039,46,15.27,0.63,1,0,1,3.227,0.2522,0.091
64,1040,50,11.27,1.13,1,0,1,3.227,0.2522,0.091
64,1041,52,3.27,1.13,0,0,1,3.227,0.2522,0.091
64,1042,56,18.27,1.63,1,0,1,3.227,0.2522,0.091
64,1043,52,13.27,2.13,1,0,1,3.227,0.2522,0.091
64,1044,51,17.27,3.63,0,0,1,3.227,0.2522,0.091
65,1045,57,-9.73,3.13,0,0,4,2.045,0.7013,0
65,1046,51,2.27,-0.87,0,0,4,2.045,0.7013,0
65,1047,43,-2.73,-1.87,0,0,4,2.045,0.7013,0
65,1048,43,-14.73,4.13,0,0,4,2.045,0.7013,0
65,1049,43,15.27,0.63,0,0,4,2.045,0.7013,0
65,1050,43,-12.73,0.13,0,0,4,2.045,0.7013,0
65,1051,54,15.27,-0.37,0,0,4,2.045,0.7013,0
65,1052,33,-14.73,-2.37,1,0,4,2.045,0.7013,0
65,1053,55,9.27,2.63,0,0,4,2.045,0.7013,0
65,1054,47,12.27,1.63,0,0,4,2.045,0.7013,0
65,1055,36,5.27,-0.37,1,0,4,2.045,0.7013,0
65,1056,55,22.27,0.63,1,0,4,2.045,0.7013,0
65,1057,41,-17.73,0.13,0,0,4,2.045,0.7013,0
65,1058,54,0.27,0.13,1,0,4,2.045,0.7013,0
65,1059,50,9.27,2.63,1,0,4,2.045,0.7013,0
65,1060,54,9.27,-0.37,1,0,4,2.045,0.7013,0
65,1061,47,7.27,0.13,0,0,4,2.045,0.7013,0
65,1062,41,-14.73,0.13,0,0,4,2.045,0.7013,0
65,1063,50,2.27,1.63,0,0,4,2.045,0.7013,0
65,1064,43,2.27,1.63,1,0,4,2.045,0.7013,0
65,1065,50,2.27,-0.37,1,0,4,2.045,0.7013,0
65,1066,52,17.27,2.63,1,0,4,2.045,0.7013,0
66,1067,32,-10.73,-2.87,0,0,3,2.909,0.3604,0
66,1068,52,12.27,2.13,0,0,3,2.909,0.3604,0
66,1069,21,-10.73,-1.37,0,0,3,2.909,0.3604,0
66,1070,36,2.27,-0.87,1,0,3,2.909,0.3604,0
66,1071,49,9.27,-0.87,1,0,3,2.909,0.3604,0
66,1072,37,5.27,-0.87,1,0,3,2.909,0.3604,0
66,1073,28,5.27,-1.37,1,0,3,2.909,0.3604,0
66,1074,50,9.27,4.63,1,0,3,2.909,0.3604,0
66,1075,47,2.27,2.13,0,0,3,2.909,0.3604,0
66,1076,35,2.27,-0.37,0,0,3,2.909,0.3604,0
66,1077,52,5.27,3.63,0,0,3,2.909,0.3604,0
67,1078,52,9.27,3.63,1,0,3,1.08,0.3447,0
67,1079,39,-7.73,-0.87,0,0,3,1.08,0.3447,0
67,1080,25,-7.73,0.13,0,0,3,1.08,0.3447,0
67,1081,25,-0.73,-1.37,0,0,3,1.08,0.3447,0
67,1082,38,2.27,1.13,1,0,3,1.08,0.3447,0
67,1083,31,-4.73,-0.37,0,0,3,1.08,0.3447,0
67,1084,26,-10.73,-2.87,0,0,3,1.08,0.3447,0
67,1085,35,-4.73,0.63,1,0,3,1.08,0.3447,0
67,1086,29,9.27,0.63,0,0,3,1.08,0.3447,0
67,1087,32,2.27,-2.37,0,0,3,1.08,0.3447,0
67,1088,34,-0.73,1.13,0,0,3,1.08,0.3447,0
67,1089,51,12.27,1.63,1,0,3,1.08,0.3447,0
67,1090,47,2.27,3.13,1,0,3,1.08,0.3447,0
67,1091,39,5.27,3.63,0,0,3,1.08,0.3447,0
67,1092,39,-0.73,1.13,1,0,3,1.08,0.3447,0
67,1093,27,15.27,-0.37,0,0,3,1.08,0.3447,0
67,1094,45,12.27,4.13,1,0,3,1.08,0.3447,0
67,1095,32,-4.73,-1.87,0,0,3,1.08,0.3447,0
67,1096,41,-0.73,-1.37,1,0,3,1.08,0.3447,0
67,1097,38,0.27,-1.37,1,0,3,1.08,0.3447,0
67,1098,40,9.27,2.13,1,0,3,1.08,0.3447,0
67,1099,39,-7.73,4.13,0,0,3,1.08,0.3447,0
67,1100,29,2.27,-2.37,1,0,3,1.08,0.3447,0
67,1101,40,-7.73,-0.87,1,0,3,1.08,0.3447,0
67,1102,32,12.27,-1.37,1,0,3,1.08,0.3447,0
67,1103,17,-7.73,-0.87,1,0,3,1.08,0.3447,0
68,1105,50,-7.73,3.13,1,0,3,-7.727,0.8951,0
68,1106,38,-9.73,1.63,0,0,3,-7.727,0.8951,0
68,1107,47,-7.73,2.13,0,0,3,-7.727,0.8951,0
68,1108,41,-4.73,3.13,0,0,3,-7.727,0.8951,0
68,1109,50,-7.73,2.63,1,0,3,-7.727,0.8951,0
68,1110,38,-2.73,-0.37,1,0,3,-7.727,0.8951,0
68,1111,47,-12.73,1.63,1,0,3,-7.727,0.8951,0
68,1112,27,-9.73,-0.87,1,0,3,-7.727,0.8951,0
68,1113,42,-7.73,1.13,0,0,3,-7.727,0.8951,0
68,1114,27,-12.73,-1.37,0,0,3,-7.727,0.8951,0
68,1115,43,-4.73,0.13,1,0,3,-7.727,0.8951,0
68,1116,43,-4.73,1.63,1,0,3,-7.727,0.8951,0
68,1117,39,-7.73,0.63,1,0,3,-7.727,0.8951,0
68,1118,43,-9.73,-2.37,1,0,3,-7.727,0.8951,0
68,1119,53,2.27,5.13,0,0,3,-7.727,0.8951,0
68,1120,54,-2.73,2.13,0,0,3,-7.727,0.8951,0
68,1121,47,-12.73,2.63,1,0,3,-7.727,0.8951,0
68,1122,37,-7.73,-3.37,1,0,3,-7.727,0.8951,0
68,1123,40,-12.73,1.63,0,0,3,-7.727,0.8951,0
68,1124,27,-7.73,-1.37,0,0,3,-7.727,0.8951,0
69,1125,41,-8.73,2.13,1,0,3,-4.318,0.8071,0
69,1126,42,-8.73,4.13,1,0,3,-4.318,0.8071,0
69,1128,27,-8.73,-2.87,0,0,3,-4.318,0.8071,0
69,1129,43,-8.73,2.13,0,0,3,-4.318,0.8071,0
69,1130,44,13.27,1.63,1,0,3,-4.318,0.8071,0
69,1131,26,-8.73,-1.37,0,0,3,-4.318,0.8071,0
69,1132,41,13.27,0.13,1,0,3,-4.318,0.8071,0
69,1133,43,-12.73,0.63,0,0,3,-4.318,0.8071,0
69,1134,52,-8.73,3.13,0,0,3,-4.318,0.8071,0
69,1135,30,-12.73,0.13,0,0,3,-4.318,0.8071,0
69,1136,35,-8.73,2.13,1,0,3,-4.318,0.8071,0
69,1137,39,8.27,-0.37,0,0,3,-4.318,0.8071,0
69,1138,33,-12.73,-0.87,0,0,3,-4.318,0.8071,0
69,1139,50,-8.73,3.13,1,0,3,-4.318,0.8071,0
69,1140,44,4.27,-0.37,1,0,3,-4.318,0.8071,0
69,1141,45,-12.73,0.63,0,0,3,-4.318,0.8071,0
69,1142,36,-8.73,0.13,1,0,3,-4.318,0.8071,0
69,1143,41,21.27,-0.37,0,0,3,-4.318,0.8071,0
69,1144,44,-8.73,-0.37,0,0,3,-4.318,0.8071,0
69,1145,34,-3.73,-0.87,0,0,3,-4.318,0.8071,0
69,1146,49,-12.73,0.63,0,0,3,-4.318,0.8071,0
69,1147,51,-0.73,4.63,0,0,3,-4.318,0.8071,0
70,1148,49,13.27,-0.37,1,0,4,14.626,-0.2492,0.059
70,1149,38,13.27,-1.37,1,0,4,14.626,-0.2492,0.059
70,1150,42,18.27,-2.37,0,0,4,14.626,-0.2492,0.059
70,1151,32,4.27,-0.37,0,0,4,14.626,-0.2492,0.059
70,1152,43,10.27,1.63,0,0,4,14.626,-0.2492,0.059
70,1153,37,19.27,1.13,0,0,4,14.626,-0.2492,0.059
70,1154,36,19.27,-1.87,0,0,4,14.626,-0.2492,0.059
70,1155,44,19.27,-0.37,0,0,4,14.626,-0.2492,0.059
70,1156,53,17.27,0.63,1,0,4,14.626,-0.2492,0.059
70,1157,36,6.27,-3.37,1,0,4,14.626,-0.2492,0.059
70,1158,50,21.27,0.63,1,0,4,14.626,-0.2492,0.059
70,1159,39,11.27,-4.87,0,0,4,14.626,-0.2492,0.059
70,1160,46,13.27,1.13,0,0,4,14.626,-0.2492,0.059
70,1161,47,21.27,3.13,1,0,4,14.626,-0.2492,0.059
70,1162,46,21.27,1.63,0,0,4,14.626,-0.2492,0.059
70,1163,40,-1.73,-0.87,0,1,4,14.626,-0.2492,0.059
70,1164,47,21.27,1.63,0,0,4,14.626,-0.2492,0.059
71,1166,26,2.27,0.63,0,0,2,6.473,-0.1668,0.067
71,1168,44,21.27,-1.87,1,0,2,6.473,-0.1668,0.067
71,1171,34,-16.73,-0.37,1,1,2,6.473,-0.1668,0.067
71,1172,47,9.27,-2.37,1,0,2,6.473,-0.1668,0.067
71,1173,45,0.27,0.13,1,0,2,6.473,-0.1668,0.067
71,1174,39,7.27,0.13,1,0,2,6.473,-0.1668,0.067
71,1179,50,21.27,0.63,1,0,2,6.473,-0.1668,0.067
72,1194,36,14.27,1.63,1,0,4,10.844,0.776,0
72,1195,47,12.27,-1.37,1,0,4,10.844,0.776,0
72,1196,30,3.27,-1.37,0,0,4,10.844,0.776,0
72,1197,38,12.27,-1.87,0,0,4,10.844,0.776,0
72,1198,51,12.27,2.63,0,0,4,10.844,0.776,0
72,1199,50,4.27,1.13,1,0,4,10.844,0.776,0
72,1200,52,17.27,4.63,1,0,4,10.844,0.776,0
74,1201,22,-10.73,-4.37,1,0,1,-0.273,-1.2759,0
74,1202,25,-4.73,-0.37,0,0,1,-0.273,-1.2759,0
74,1203,25,-1.73,-0.87,0,0,1,-0.273,-1.2759,0
74,1204,34,9.27,1.13,0,0,1,-0.273,-1.2759,0
74,1205,37,-7.73,-1.87,0,0,1,-0.273,-1.2759,0
74,1206,42,9.27,0.13,1,0,1,-0.273,-1.2759,0
74,1207,28,-7.73,-1.87,0,0,1,-0.273,-1.2759,0
74,1208,27,-4.73,-4.37,0,0,1,-0.273,-1.2759,0
74,1209,40,6.27,-0.87,0,0,1,-0.273,-1.2759,0
74,1210,24,3.27,-1.37,0,0,1,-0.273,-1.2759,0
74,1211,45,6.27,0.63,1,0,1,-0.273,-1.2759,0
76,1213,41,-9.73,-0.37,0,0,2,-3.102,-1.3963,0
76,1214,34,-9.73,-1.87,0,0,2,-3.102,-1.3963,0
76,1215,43,10.27,0.63,1,0,2,-3.102,-1.3963,0
76,1216,37,10.27,0.63,0,0,2,-3.102,-1.3963,0
76,1217,37,-9.73,-0.87,1,0,2,-3.102,-1.3963,0
76,1218,42,-9.73,-0.37,0,0,2,-3.102,-1.3963,0
76,1219,25,-7.73,-2.87,1,0,2,-3.102,-1.3963,0
76,1220,33,-7.73,-2.87,0,0,2,-3.102,-1.3963,0
76,1221,16,-10.73,-5.37,1,0,2,-3.102,-1.3963,0
76,1222,34,-4.73,-2.37,1,0,2,-3.102,-1.3963,0
76,1223,40,5.27,0.13,1,0,2,-3.102,-1.3963,0
76,1224,30,17.27,-2.37,0,0,2,-3.102,-1.3963,0
76,1225,47,-7.73,1.13,0,0,2,-3.102,-1.3963,0
76,1226,36,-12.73,-3.37,0,0,2,-3.102,-1.3963,0
76,1227,52,5.27,4.13,0,0,2,-3.102,-1.3963,0
76,1228,28,-7.73,-5.37,1,0,2,-3.102,-1.3963,0
77,1229,19,1.27,-1.87,0,0,5,4.551,0.4943,0
77,1230,31,-8.73,-3.87,1,0,5,4.551,0.4943,0
77,1231,42,18.27,-0.37,1,0,5,4.551,0.4943,0
77,1232,39,21.27,0.63,1,0,5,4.551,0.4943,0
77,1233,45,-3.73,0.63,0,0,5,4.551,0.4943,0
77,1234,30,21.27,-1.37,1,0,5,4.551,0.4943,0
77,1235,46,1.27,0.13,1,0,5,4.551,0.4943,0
77,1236,49,13.27,3.63,1,0,5,4.551,0.4943,0
77,1237,39,-3.73,0.13,0,0,5,4.551,0.4943,0
77,1238,42,13.27,-1.37,1,0,5,4.551,0.4943,0
77,1239,43,-8.73,1.13,1,0,5,4.551,0.4943,0
77,1240,49,-0.73,3.63,1,0,5,4.551,0.4943,0
77,1241,30,-11.73,1.63,0,0,5,4.551,0.4943,0
77,1242,51,21.27,0.63,1,0,5,4.551,0.4943,0
77,1243,46,-0.73,0.63,1,0,5,4.551,0.4943,0
77,1244,41,-3.73,0.63,0,0,5,4.551,0.4943,0
77,1245,54,21.27,3.13,1,0,5,4.551,0.4943,0
77,1246,55,-8.73,1.13,1,0,5,4.551,0.4943,0
78,1251,50,15.27,3.13,1,0,1,1.325,-0.3451,0.174
78,1253,37,5.27,-3.37,0,0,1,1.325,-0.3451,0.174
78,1254,43,-0.73,3.13,0,0,1,1.325,-0.3451,0.174
78,1255,50,-2.73,3.63,0,0,1,1.325,-0.3451,0.174
78,1256,35,10.27,-1.37,0,0,1,1.325,-0.3451,0.174
78,1257,37,-14.73,0.13,0,0,1,1.325,-0.3451,0.174
78,1258,32,-10.73,-0.87,0,0,1,1.325,-0.3451,0.174
78,1259,34,2.27,-1.37,0,0,1,1.325,-0.3451,0.174
78,1260,49,17.27,2.13,0,0,1,1.325,-0.3451,0.174
78,1261,34,19.27,0.63,1,0,1,1.325,-0.3451,0.174
78,1262,34,5.27,-0.37,1,0,1,1.325,-0.3451,0.174
78,1263,39,-10.73,0.13,1,0,1,1.325,-0.3451,0.174
78,1264,40,-7.73,-3.87,1,0,1,1.325,-0.3451,0.174
78,1265,34,-10.73,-0.87,1,0,1,1.325,-0.3451,0.174
78,1266,51,2.27,0.63,1,0,1,1.325,-0.3451,0.174
78,1267,49,-7.73,-1.87,1,0,1,1.325,-0.3451,0.174
78,1268,39,-0.73,-3.37,1,0,1,1.325,-0.3451,0.174
78,1269,37,-0.73,0.13,1,0,1,1.325,-0.3451,0.174
79,1270,45,5.27,-3.87,1,0,1,2.201,0.1689,0
79,1271,48,5.27,1.13,1,0,1,2.201,0.1689,0
79,1272,40,-7.73,-2.37,1,0,1,2.201,0.1689,0
79,1273,36,-4.73,-0.87,1,0,1,2.201,0.1689,0
79,1274,44,17.27,1.63,1,0,1,2.201,0.1689,0
79,1275,48,5.27,1.13,1,0,1,2.201,0.1689,0
79,1276,49,9.27,2.63,1,0,1,2.201,0.1689,0
79,1277,31,-2.73,-2.87,0,0,1,2.201,0.1689,0
79,1278,41,15.27,1.13,0,0,1,2.201,0.1689,0
79,1279,42,-7.73,-0.87,0,0,1,2.201,0.1689,0
79,1280,46,9.27,3.63,0,0,1,2.201,0.1689,0
79,1281,28,-7.73,-0.37,0,0,1,2.201,0.1689,0
79,1282,45,-7.73,0.63,0,0,1,2.201,0.1689,0
79,1283,46,2.27,1.63,0,0,1,2.201,0.1689,0
80,1291,26,-2.73,-2.87,0,0,1,0.13,-0.9561,0.071
80,1292,28,-10.73,-4.87,0,0,1,0.13,-0.9561,0.071
80,1293,46,-7.73,-2.37,1,0,1,0.13,-0.9561,0.071
80,1294,42,12.27,0.13,1,0,1,0.13,-0.9561,0.071
80,1295,48,12.27,0.13,0,0,1,0.13,-0.9561,0.071
80,1296,41,-7.73,-0.37,1,0,1,0.13,-0.9561,0.071
80,1297,45,15.27,-1.87,0,0,1,0.13,-0.9561,0.071
80,1298,45,19.27,-0.87,1,0,1,0.13,-0.9561,0.071
80,1299,45,-7.73,1.63,0,0,1,0.13,-0.9561,0.071
80,1300,50,19.27,-0.37,1,0,1,0.13,-0.9561,0.071
80,1301,24,-10.73,-4.37,0,0,1,0.13,-0.9561,0.071
80,1302,54,22.27,2.13,1,0,1,0.13,-0.9561,0.071
80,1303,20,-10.73,-4.37,0,0,1,0.13,-0.9561,0.071
80,1304,52,22.27,1.63,1,0,1,0.13,-0.9561,0.071
80,1305,44,5.27,-0.87,1,0,1,0.13,-0.9561,0.071
80,1306,45,-10.73,-1.87,0,0,1,0.13,-0.9561,0.071
80,1307,34,-17.73,-2.37,0,0,1,0.13,-0.9561,0.071
80,1308,46,-17.73,-0.87,0,1,1,0.13,-0.9561,0.071
80,1309,39,-12.73,0.13,1,0,1,0.13,-0.9561,0.071
80,1310,51,2.27,2.13,1,0,1,0.13,-0.9561,0.071
80,1311,28,-10.73,-1.37,0,0,1,0.13,-0.9561,0.071
83,1312,40,0.27,0.13,1,0,5,5.754,0.5035,0
83,1313,53,13.27,0.13,1,0,5,5.754,0.5035,0
83,1314,47,21.27,-1.87,0,0,5,5.754,0.5035,0
83,1315,41,6.27,1.13,0,0,5,5.754,0.5035,0
83,1316,42,6.27,0.63,1,0,5,5.754,0.5035,0
83,1317,35,-16.73,-1.87,0,0,5,5.754,0.5035,0
83,1318,29,-4.73,-0.87,0,0,5,5.754,0.5035,0
83,1319,49,13.27,0.13,1,0,5,5.754,0.5035,0
83,1320,44,-4.73,-2.37,1,0,5,5.754,0.5035,0
83,1321,42,8.27,0.13,1,0,5,5.754,0.5035,0
83,1322,51,21.27,1.63,1,0,5,5.754,0.5035,0
83,1323,35,0.27,-1.87,1,0,5,5.754,0.5035,0
83,1324,53,10.27,2.13,1,0,5,5.754,0.5035,0
83,1325,47,0.27,1.63,0,0,5,5.754,0.5035,0
83,1326,50,3.27,1.13,1,0,5,5.754,0.5035,0
83,1327,34,-4.73,-0.87,1,0,5,5.754,0.5035,0
83,1328,47,1.27,1.63,1,0,5,5.754,0.5035,0
83,1329,47,-1.73,0.63,0,0,5,5.754,0.5035,0
83,1330,46,3.27,1.13,0,0,5,5.754,0.5035,0
83,1331,56,15.27,3.63,1,0,5,5.754,0.5035,0
83,1332,41,-7.73,0.13,0,0,5,5.754,0.5035,0
83,1333,33,11.27,2.13,0,0,5,5.754,0.5035,0
83,1334,47,8.27,1.13,1,0,5,5.754,0.5035,0
83,1335,41,12.27,-0.87,1,0,5,5.754,0.5035,0
83,1336,53,9.27,4.63,1,0,5,5.754,0.5035,0
83,1337,53,15.27,0.13,1,0,5,5.754,0.5035,0
83,1338,57,15.27,0.13,0,0,5,5.754,0.5035,0
84,1339,35,4.27,-0.37,1,0,2,2.523,1.1808,0
84,1340,39,1.27,1.13,0,0,2,2.523,1.1808,0
84,1341,32,-8.73,3.63,0,0,2,2.523,1.1808,0
84,1342,38,-8.73,0.13,0,0,2,2.523,1.1808,0
84,1343,41,5.27,-0.87,0,0,2,2.523,1.1808,0
84,1344,41,-7.73,-0.87,1,0,2,2.523,1.1808,0
84,1345,38,2.27,1.13,0,0,2,2.523,1.1808,0
84,1347,45,-10.73,2.13,1,0,2,2.523,1.1808,0
84,1348,57,11.27,0.13,1,0,2,2.523,1.1808,0
84,1349,45,-1.73,-0.37,1,0,2,2.523,1.1808,0
84,1350,47,-6.73,0.13,1,0,2,2.523,1.1808,0
84,1351,41,-7.73,-0.37,0,0,2,2.523,1.1808,0
84,1352,46,1.27,2.63,0,0,2,2.523,1.1808,0
84,1353,47,21.27,2.13,0,0,2,2.523,1.1808,0
84,1354,53,-0.73,1.13,1,0,2,2.523,1.1808,0
84,1355,57,18.27,4.63,0,0,2,2.523,1.1808,0
84,1356,46,21.27,0.13,0,0,2,2.523,1.1808,0
84,1357,54,18.27,3.63,1,0,2,2.523,1.1808,0
84,1358,50,-1.73,3.13,1,0,2,2.523,1.1808,0
84,1359,53,0.27,1.63,0,0,2,2.523,1.1808,0
85,1360,26,-8.73,-3.37,0,0,3,3.995,-0.1446,0
85,1361,38,-8.73,-3.37,1,0,3,3.995,-0.1446,0
85,1362,30,13.27,-0.37,0,0,3,3.995,-0.1446,0
85,1363,40,-7.73,-1.37,0,0,3,3.995,-0.1446,0
85,1364,41,19.27,-0.37,1,0,3,3.995,-0.1446,0
85,1365,51,12.27,0.13,1,0,3,3.995,-0.1446,0
85,1366,32,-7.73,-1.37,0,0,3,3.995,-0.1446,0
85,1367,44,6.27,-0.37,0,0,3,3.995,-0.1446,0
85,1368,46,1.27,0.63,0,0,3,3.995,-0.1446,0
85,1369,52,10.27,1.63,0,0,3,3.995,-0.1446,0
85,1370,38,-7.73,-0.87,0,0,3,3.995,-0.1446,0
85,1371,57,12.27,1.63,1,0,3,3.995,-0.1446,0
85,1372,45,19.27,0.13,1,0,3,3.995,-0.1446,0
85,1373,43,15.27,0.13,0,0,3,3.995,-0.1446,0
85,1374,34,-7.73,2.63,0,0,3,3.995,-0.1446,0
85,1375,51,0.27,0.13,1,0,3,3.995,-0.1446,0
85,1376,56,15.27,1.13,1,0,3,3.995,-0.1446,0
85,1377,53,-4.73,0.63,1,0,3,3.995,-0.1446,0
86,1385,42,22.27,-0.37,0,0,3,9.811,0.2711,0
86,1386,45,-7.73,1.63,1,0,3,9.811,0.2711,0
86,1387,41,22.27,1.13,1,0,3,9.811,0.2711,0
86,1388,46,2.27,-0.87,0,0,3,9.811,0.2711,0
86,1389,48,2.27,0.63,1,0,3,9.811,0.2711,0
86,1390,42,2.27,2.13,0,0,3,9.811,0.2711,0
86,1391,28,15.27,-1.37,0,0,3,9.811,0.2711,0
86,1392,25,2.27,-4.87,1,0,3,9.811,0.2711,0
86,1393,46,-4.73,2.63,1,0,3,9.811,0.2711,0
86,1394,49,22.27,3.63,0,0,3,9.811,0.2711,0
86,1395,35,7.27,-0.87,1,0,3,9.811,0.2711,0
86,1396,42,2.27,0.63,0,0,3,9.811,0.2711,0
86,1397,51,22.27,1.13,0,0,3,9.811,0.2711,0
86,1398,43,22.27,-1.37,0,0,3,9.811,0.2711,0
86,1399,31,-7.73,-0.87,0,0,3,9.811,0.2711,0
86,1400,40,7.27,-2.37,0,0,3,9.811,0.2711,0
86,1401,41,-4.73,-0.87,1,0,3,9.811,0.2711,0
86,1402,30,5.27,-0.37,1,0,3,9.811,0.2711,0
86,1403,48,22.27,4.13,0,0,3,9.811,0.2711,0
86,1404,42,-4.73,-1.37,1,0,3,9.811,0.2711,0
86,1405,51,22.27,3.13,0,0,3,9.811,0.2711,0
86,1406,53,22.27,3.63,0,0,3,9.811,0.2711,0
86,1407,50,12.27,0.63,0,0,3,9.811,0.2711,0
86,1408,41,22.27,-1.37,0,0,3,9.811,0.2711,0
87,1409,45,6.27,-0.37,1,0,2,0.091,-0.4755,0
87,1411,45,7.27,-0.87,0,0,2,0.091,-0.4755,0
87,1412,24,-7.73,-1.87,0,0,2,0.091,-0.4755,0
87,1413,45,2.27,-0.37,1,0,2,0.091,-0.4755,0
87,1414,36,-7.73,-1.37,0,0,2,0.091,-0.4755,0
87,1415,41,-7.73,-3.37,1,0,2,0.091,-0.4755,0
87,1416,33,-7.73,0.13,1,0,2,0.091,-0.4755,0
87,1417,47,19.27,1.63,0,0,2,0.091,-0.4755,0
87,1418,43,2.27,1.63,0,0,2,0.091,-0.4755,0
87,1419,51,-4.73,2.13,1,0,2,0.091,-0.4755,0
87,1420,32,-2.73,-0.37,1,0,2,0.091,-0.4755,0
87,1421,22,-7.73,-1.87,1,0,2,0.091,-0.4755,0
87,1422,30,-10.73,-2.87,1,0,2,0.091,-0.4755,0
87,1423,37,-4.73,-3.87,1,0,2,0.091,-0.4755,0
87,1424,41,2.27,0.63,0,0,2,0.091,-0.4755,0
87,1425,20,-4.73,-2.37,1,0,2,0.091,-0.4755,0
87,1426,52,12.27,2.13,0,0,2,0.091,-0.4755,0
87,1427,45,7.27,0.63,1,0,2,0.091,-0.4755,0
87,1428,51,2.27,0.63,1,0,2,0.091,-0.4755,0
87,1429,49,2.27,0.13,0,0,2,0.091,-0.4755,0
87,1430,27,-2.73,-0.37,1,0,2,0.091,-0.4755,0
87,1431,42,7.27,1.13,0,0,2,0.091,-0.4755,0
88,1434,53,7.27,3.63,0,0,2,3.373,-0.1585,0
88,1435,52,9.27,1.63,1,0,2,3.373,-0.1585,0
88,1436,47,9.27,0.13,1,0,2,3.373,-0.1585,0
88,1437,47,15.27,0.63,1,0,2,3.373,-0.1585,0
88,1438,18,-17.73,-4.37,0,0,2,3.373,-0.1585,0
88,1439,50,-7.73,0.63,1,0,2,3.373,-0.1585,0
88,1440,39,5.27,0.63,0,0,2,3.373,-0.1585,0
88,1441,26,5.27,-2.87,0,0,2,3.373,-0.1585,0
88,1442,27,5.27,-1.87,0,0,2,3.373,-0.1585,0
88,1443,44,2.27,-0.87,1,0,2,3.373,-0.1585,0
89,1444,42,4.27,-2.37,0,0,1,10.13,1.0974,0
89,1445,44,-1.73,1.63,0,0,1,10.13,1.0974,0
89,1446,45,-1.73,2.13,0,0,1,10.13,1.0974,0
89,1447,51,21.27,1.63,1,0,1,10.13,1.0974,0
89,1448,49,21.27,0.13,1,0,1,10.13,1.0974,0
89,1449,42,17.27,1.13,0,0,1,10.13,1.0974,0
89,1450,41,21.27,1.63,0,0,1,10.13,1.0974,0
89,1451,49,21.27,0.63,0,0,1,10.13,1.0974,0
89,1452,49,17.27,0.13,0,0,1,10.13,1.0974,0
89,1453,57,-13.73,1.13,1,0,1,10.13,1.0974,0
89,1454,50,17.27,0.13,0,0,1,10.13,1.0974,0
89,1455,45,2.27,4.63,0,0,1,10.13,1.0974,0
89,1456,44,13.27,0.13,0,0,1,10.13,1.0974,0
89,1457,56,2.27,2.63,1,0,1,10.13,1.0974,0
90,1462,49,12.27,1.13,1,0,1,8.273,-0.3391,0.053
90,1463,35,2.27,0.13,0,0,1,8.273,-0.3391,0.053
90,1464,42,2.27,-0.87,1,0,1,8.273,-0.3391,0.053
90,1465,53,12.27,-0.37,1,0,1,8.273,-0.3391,0.053
90,1466,45,22.27,-0.37,1,0,1,8.273,-0.3391,0.053
90,1467,50,12.27,0.13,1,0,1,8.273,-0.3391,0.053
90,1468,38,12.27,0.13,0,0,1,8.273,-0.3391,0.053
90,1469,50,12.27,1.13,0,0,1,8.273,-0.3391,0.053
90,1470,44,-7.73,-1.37,1,0,1,8.273,-0.3391,0.053
90,1471,41,22.27,1.63,1,0,1,8.273,-0.3391,0.053
90,1472,47,2.27,0.63,1,0,1,8.273,-0.3391,0.053
90,1473,45,-7.73,-0.87,1,0,1,8.273,-0.3391,0.053
90,1474,52,12.27,-0.37,1,0,1,8.273,-0.3391,0.053
90,1475,48,2.27,1.13,1,0,1,8.273,-0.3391,0.053
90,1476,50,22.27,-0.37,1,0,1,8.273,-0.3391,0.053
92,1478,31,-16.73,-2.87,0,0,3,2.273,0.0998,0
92,1479,41,17.27,0.13,1,0,3,2.273,0.0998,0
92,1480,46,6.27,-0.87,0,0,3,2.273,0.0998,0
92,1481,38,6.27,0.63,0,0,3,2.273,0.0998,0
92,1482,50,-3.73,0.63,1,0,3,2.273,0.0998,0
92,1483,38,-5.73,-1.87,0,0,3,2.273,0.0998,0
92,1484,50,2.27,0.13,1,0,3,2.273,0.0998,0
92,1485,45,-12.73,-0.37,0,0,3,2.273,0.0998,0
92,1486,43,8.27,-0.37,1,0,3,2.273,0.0998,0
92,1487,36,2.27,0.63,1,0,3,2.273,0.0998,0
